"source","target","ligand","receptor","pathway_name","annotation","expr_ligand","expr_receptor","interaction_score","group"
"Kupffer cell","Endothelial","Il13","Il13ra1","IL4","Secreted Signaling",0.00224556777488978,0.333885466380604,0.000749762443808327,"Control"
"Fibroblast / stellate","Endothelial","Pvr","Tigit","PVR","Cell-Cell Contact",0.0734362335599051,0.0102064752126321,0.000749525097538232,"Control"
"Fibroblast / stellate","Kupffer cell","Jag1","Notch4","NOTCH","Cell-Cell Contact",0.0496630096433682,0.0150825875179535,0.000749046689351068,"Control"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Wnt5a","Fzd2","ncWNT","Secreted Signaling",0.327768933784845,0.00228085948827834,0.000747594882586039,"Control"
"Fibroblast / stellate","Kupffer cell","Nectin2","Tigit","NECTIN","Cell-Cell Contact",0.0705588093289351,0.0105919458922508,0.000747355090633724,"Control"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","F2","F2rl1","PARs","Secreted Signaling",0.0910946975497501,0.00818731005345374,0.000745820533065397,"Control"
"Neutrophil","Endothelial","Cd80","Ctla4","CD80","Cell-Cell Contact",0.0278461719909464,0.026774845170068,0.000745576943636674,"Control"
"Activated neutrophil","Endothelial","Col4a2","Adgrg6","ADGRG","Cell-Cell Contact",0.0194728406452123,0.0382098536418932,0.000744054391045471,"Control"
"Kupffer cell","Inflammatory neutrophil","Dll1","Notch2","NOTCH","Cell-Cell Contact",0.00383893745975151,0.193664557690754,0.000743466125145243,"Control"
"Fibroblast / stellate","Kupffer cell","Cd96","Pvr","CD96","Cell-Cell Contact",0.0182145369878529,0.0407513670251023,0.000742267281984296,"Control"
"Fibroblast / stellate","Kupffer cell","Agt","Agtr1a","AGT","Secreted Signaling",0.0881930755350598,0.00841418894980562,0.000742073201616472,"Control"
"Fibroblast / stellate","Endothelial","Wnt11","Fzd5","ncWNT","Secreted Signaling",0.0213820418712951,0.0346993728039408,0.000741943442201539,"Control"
"Neutrophil","Endothelial","Flrt2","Unc5a","UNC5","Cell-Cell Contact",0.00775463814004234,0.0952263786113849,0.000738446107517957,"Control"
"Inflammatory neutrophil","Endothelial","Lamc1","Dag1","LAMININ","ECM-Receptor",0.00303463900145379,0.242961806378905,0.000737301373501087,"Control"
"Fibroblast / stellate","Endothelial","Nectin3","Tigit","NECTIN","Cell-Cell Contact",0.0722196877750546,0.0102064752126321,0.000737108453140123,"Control"
"Kupffer cell","Endothelial","Tenm4","Adgrl1","ADGRL","Cell-Cell Contact",0.0131794982836499,0.0558880651693611,0.00073657665897611,"Control"
"Activated neutrophil","Endothelial","F2","F2rl1","PARs","Secreted Signaling",0.0550857270963025,0.0133419692051748,0.00073495207456353,"Control"
"Monocyte-derived macrophage / DC-like","NK cell","Gas6","Tyro3","GAS","Secreted Signaling",0.1194396353877,0.00611620050886535,0.000730516758736946,"Control"
"Fibroblast / stellate","Kupffer cell","Clec2g","Klrb1c","CLEC","Cell-Cell Contact",0.00550275587760808,0.132591356340754,0.000729617865424114,"Control"
"Fibroblast / stellate","Endothelial","Entpd1","Adora1","CD39","Cell-Cell Contact",0.143031165032182,0.00509336801896849,0.000728510361690718,"Control"
"Kupffer cell","Neutrophil","Tnfsf13","Tnfrsf13b","APRIL","Secreted Signaling",0.00833382776683793,0.0872945789747409,0.000727497986154123,"Control"
"Kupffer cell","Endothelial","Flrt2","Flrt2","FLRT","Cell-Cell Contact",0.0114559673198755,0.0634110098376779,0.000726434456420744,"Control"
"Neutrophil","Endothelial","Col6a5","Cd44","COLLAGEN","ECM-Receptor",0.00613495902254967,0.118274701654656,0.000725610448055604,"Control"
"Kupffer cell","Endothelial","Comp","Sdc4","THBS","ECM-Receptor",0.00462190716865818,0.15676684717047,0.000724561814745138,"Control"
"Kupffer cell","Endothelial","Csf1","Csf1r","CSF","Secreted Signaling",0.0172180250080002,0.0419150661492612,0.000721694657169962,"Control"
"Fibroblast / stellate","Endothelial","Nectin2","Tigit","NECTIN","Cell-Cell Contact",0.0705588093289351,0.0102064752126321,0.00072015673844861,"Control"
"Fibroblast / stellate","Endothelial","Ccl27a","Ccr10","CCL","Secreted Signaling",0.0818071428027742,0.00880262007727274,0.000720117197700019,"Control"
"Kupffer cell","Neutrophil","Fgf1","Fgfr2","FGF","Secreted Signaling",0.010558426500685,0.0681897464693197,0.00071997642619666,"Control"
"Fibroblast / stellate","Kupffer cell","Btla","Tnfrsf14","BTLA","Secreted Signaling",0.0524025425005802,0.0137052304446068,0.000718188920853755,"Control"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Nectin1","Cd96","NECTIN","Cell-Cell Contact",0.0292630731328948,0.0244659749314501,0.000715949613686594,"Control"
"Inflammatory neutrophil","Endothelial","Col1a2","Cd44","COLLAGEN","ECM-Receptor",0.00605167137996122,0.118274701654656,0.000715759626976935,"Control"
"Inflammatory neutrophil","Endothelial","Fgf9","Fgfr3","FGF","Secreted Signaling",0.00680704052615659,0.105109149345691,0.000715482239265962,"Control"
"Kupffer cell","Endothelial","Thbs1","Sdc1","THBS","ECM-Receptor",0.0141211226077129,0.0505381604403783,0.000713655559946849,"Control"
"Activated neutrophil","Endothelial","Tenm3","Adgrl1","ADGRL","Cell-Cell Contact",0.0127258160450426,0.0558880651693611,0.000711221236458643,"Control"
"Fibroblast / stellate","Kupffer cell","Wnt5b","Fzd8","ncWNT","Secreted Signaling",0.0495505038656658,0.0143529830898445,0.000711197544077177,"Control"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Pf4","Cxcr3","CXCL","Secreted Signaling",0.0091170539950175,0.0778132172023541,0.000709427302759887,"Control"
"Fibroblast / stellate","Endothelial","Pf4","Cxcr3","CXCL","Secreted Signaling",0.0091170539950175,0.0778070389665051,0.000709370975450058,"Control"
"Neutrophil","Endothelial","Hspg2","Dag1","HSPG","ECM-Receptor",0.00291570280288301,0.242961806378905,0.000708404419852492,"Control"
"Fibroblast / stellate","Kupffer cell","Tnfsf13b","Tnfrsf17","BAFF","Secreted Signaling",0.106727078089804,0.00663165032175886,0.000707776661754634,"Control"
"Inflammatory neutrophil","Endothelial","Col6a2","Sdc1","COLLAGEN","ECM-Receptor",0.0139961956656655,0.0505381604403783,0.000707341982106332,"Control"
"Monocyte-derived macrophage / DC-like","T cell","Col4a3","Cd44","COLLAGEN","ECM-Receptor",0.00143190483894751,0.493693676430411,0.000706922364238492,"Control"
"Monocyte-derived macrophage / DC-like","T cell","Ccl7","Ccr3","CCL","Secreted Signaling",0.148462768385713,0.00474740975966024,0.000704813595580513,"Control"
"Kupffer cell","Inflammatory neutrophil","Jag2","Notch2","NOTCH","Cell-Cell Contact",0.00363832379335541,0.193664557690754,0.000704614368175923,"Control"
"Activated neutrophil","Endothelial","Col6a2","Sdc1","COLLAGEN","ECM-Receptor",0.0139339161970675,0.0505381604403783,0.000704194492330184,"Control"
"Fibroblast / stellate","Endothelial","H2-T24","Cd8a","MHC-I","Cell-Cell Contact",0.0254228590133544,0.0275545076472708,0.000700514363098963,"Control"
"Neutrophil","Endothelial","Sema6a","Plxna4","SEMA6","Cell-Cell Contact",0.013162710745748,0.053179718296852,0.000699989249481826,"Control"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Pgf","Flt1","VEGF","Secreted Signaling",0.0101498331258947,0.0689043461134639,0.00069936761470055,"Control"
"Monocyte-derived macrophage / DC-like","T cell","Ceacam1","Cd209d","CEACAM","Cell-Cell Contact",0.178954644622282,0.00390802169659963,0.000699358633891153,"Control"
"Kupffer cell","Inflammatory neutrophil","Col6a2","Sdc4","COLLAGEN","ECM-Receptor",0.00809858216671509,0.0863553725411554,0.00069935608006184,"Control"
"Monocyte-derived macrophage / DC-like","T cell","Igfbp3","Tmem219","IGFBP","Secreted Signaling",0.00381575326399392,0.183065216481008,0.000698531697311158,"Control"
"Inflammatory neutrophil","Endothelial","Agt","Agtr1a","AGT","Secreted Signaling",0.0803011722647228,0.00867852588818522,0.000696895802351018,"Control"
"Kupffer cell","Endothelial","Col6a5","Sdc4","COLLAGEN","ECM-Receptor",0.00443769408269877,0.15676684717047,0.000695683310051738,"Control"
"Monocyte-derived macrophage / DC-like","NK cell","Flrt2","Adgrl1","ADGRL","Cell-Cell Contact",0.0041628302692735,0.166543253177772,0.000693291295471709,"Control"
"Fibroblast / stellate","Kupffer cell","Icosl","Ctla4","ICOS","Cell-Cell Contact",0.108569190296701,0.00638442595657487,0.000693151956614574,"Control"
"Fibroblast / stellate","Kupffer cell","Efnb2","Ephb4","EPHB","Cell-Cell Contact",0.0149215977045646,0.0464484123018575,0.000693084522384066,"Control"
"Fibroblast / stellate","Endothelial","Sema4d","Plxnb1","SEMA4","Cell-Cell Contact",0.0812396862352612,0.00852878445229378,0.000692875772872521,"Control"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Gzma","Pard3","PARs","Secreted Signaling",0.18285219225809,0.00378528109520468,0.00069214694657128,"Control"
"Inflammatory neutrophil","Endothelial","Hc","C5ar1","COMPLEMENT","Secreted Signaling",0.0238808000576771,0.0288208070856154,0.000688263931512464,"Control"
"Monocyte-derived macrophage / DC-like","T cell","Angptl2","Pirb","ANGPTL","Secreted Signaling",0.017480668392956,0.0393614359242284,0.000688064208862024,"Control"
"Fibroblast / stellate","Kupffer cell","Efnb3","Ephb4","EPHB","Cell-Cell Contact",0.0147983887443428,0.0464484123018575,0.000687361661800402,"Control"
"Monocyte-derived macrophage / DC-like","NK cell","Ccl17","Ccr4","CCL","Secreted Signaling",0.0775669731313702,0.00885105912876605,0.000686549865625165,"Control"
"Kupffer cell","Endothelial","Wnt5b","Fzd4","ncWNT","Secreted Signaling",0.00143137018616206,0.479628491076405,0.000686525922560665,"Control"
"Kupffer cell","Inflammatory neutrophil","Lamb2","Dag1","LAMININ","ECM-Receptor",0.0296023828077986,0.0231863827993449,0.000686372179554363,"Control"
"Neutrophil","Endothelial","Col4a2","Adgrg6","ADGRG","Cell-Cell Contact",0.0179310197758289,0.0382098536418932,0.000685141641284313,"Control"
"Fibroblast / stellate","Endothelial","Gja1","Gja6","GAP","Cell-Cell Contact",0.400650941327982,0.00170770917800288,0.00068419528968129,"Control"
"Fibroblast / stellate","Kupffer cell","F2","F2rl1","PARs","Secreted Signaling",0.0910946975497501,0.0075031827878227,0.000683500166717199,"Control"
"Kupffer cell","Endothelial","Nrxn2","Adgrl1","ADGRL","Cell-Cell Contact",0.0122180329932238,0.0558880651693611,0.000682842224166695,"Control"
"Neutrophil","Endothelial","Cxcl1","Cxcr2","CXCL","Secreted Signaling",0.0131424008982247,0.0518735733753579,0.000681743297322431,"Control"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Cd86","Cd28","CD86","Cell-Cell Contact",0.0215562963257009,0.0316237206659641,0.000681690293596714,"Control"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Wnt5a","Fzd3","ncWNT","Secreted Signaling",0.327768933784845,0.00207594494203067,0.000680430260245433,"Control"
"Neutrophil","Endothelial","Nectin3","Pvr","NECTIN","Cell-Cell Contact",0.00696950217002142,0.0974641906895375,0.000679276888510113,"Control"
"Monocyte-derived macrophage / DC-like","NK cell","Ccl7","Ccr3","CCL","Secreted Signaling",0.148462768385713,0.00455588128072961,0.000676378747373767,"Control"
"Monocyte-derived macrophage / DC-like","NK cell","Agrn","Dag1","AGRN","ECM-Receptor",0.0362326150675026,0.0186596632022985,0.000676088394098126,"Control"
"Monocyte-derived macrophage / DC-like","NK cell","Jag1","Notch2","NOTCH","Cell-Cell Contact",0.010018399282948,0.0674195633012881,0.000675436104634295,"Control"
"Fibroblast / stellate","Endothelial","Sema6a","Plxna4","SEMA6","Cell-Cell Contact",0.0126980869144328,0.053179718296852,0.000675280685018477,"Control"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Tnfsf13b","Tnfrsf17","BAFF","Secreted Signaling",0.106727078089804,0.00630805250169268,0.00067324001194274,"Control"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Nrxn1","Clstn1","NRXN","Cell-Cell Contact",0.0779243629725318,0.00862232440399646,0.000671889136523939,"Control"
"Inflammatory neutrophil","Endothelial","Ptn","Sdc4","PTN","Secreted Signaling",0.00427925022050799,0.15676684717047,0.000670844565322577,"Control"
"Inflammatory neutrophil","Endothelial","Mpz","Mpzl1","MPZ","Cell-Cell Contact",0.0035994405878827,0.185860896498021,0.000668995254555241,"Control"
"Monocyte-derived macrophage / DC-like","NK cell","Jag2","Notch2","NOTCH","Cell-Cell Contact",0.00990916808319262,0.0674195633012881,0.000668071784847909,"Control"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Cd160","Tnfrsf14","CD160","Cell-Cell Contact",0.0335094493218023,0.0198973107990259,0.000666747927860108,"Control"
"Kupffer cell","Inflammatory neutrophil","Cdh1","Klrg1","CDH1","Cell-Cell Contact",0.0302325480760596,0.0220403298971937,0.000666335333229123,"Control"
"Kupffer cell","Endothelial","Col6a1","Cd44","COLLAGEN","ECM-Receptor",0.00562801595636324,0.118274701654656,0.000665651908146508,"Control"
"Fibroblast / stellate","Endothelial","Saa2","Fpr2","SAA","Secreted Signaling",0.0257514468541075,0.0258435880803072,0.000665509784969478,"Control"
"Kupffer cell","Neutrophil","H2-T10","Cd8a","MHC-I","Cell-Cell Contact",0.0434370637482411,0.0152814063171666,0.000663779420361541,"Control"
"Inflammatory neutrophil","Endothelial","Col1a1","Cd44","COLLAGEN","ECM-Receptor",0.00560868535711108,0.118274701654656,0.000663365587287152,"Control"
"Inflammatory neutrophil","Endothelial","Col4a5","Sdc4","COLLAGEN","ECM-Receptor",0.00423105170812482,0.15676684717047,0.00066328863649796,"Control"
"Kupffer cell","Inflammatory neutrophil","Col4a2","Sdc1","COLLAGEN","ECM-Receptor",0.0636882700238032,0.0103663313490111,0.000660213710112037,"Control"
"Kupffer cell","Endothelial","Flrt1","Adgrl2","ADGRL","Cell-Cell Contact",0.00115353530781176,0.57073354864996,0.000658361299720432,"Control"
"Kupffer cell","Neutrophil","Sema4a","Plxnb2","SEMA4","Cell-Cell Contact",0.0702571217798097,0.00934301117414364,0.000656413073851932,"Control"
"Inflammatory neutrophil","Endothelial","Lair1","Pira2","LAIR1","Cell-Cell Contact",0.162592581634443,0.00402956459166327,0.000655177309821269,"Control"
"Activated neutrophil","Endothelial","F2","F2rl2","PARs","Secreted Signaling",0.0550857270963025,0.0118789701562499,0.000654361708212305,"Control"
"Inflammatory neutrophil","Endothelial","Tnxb","Sdc4","TENASCIN","ECM-Receptor",0.00416818583390701,0.15676684717047,0.00065343335160222,"Control"
"Activated neutrophil","Endothelial","Entpd1","Tmigd3","CD39","Cell-Cell Contact",0.308020846749358,0.00212078542009959,0.000653246120872769,"Control"
"Fibroblast / stellate","Kupffer cell","H2-T10","Cd8a","MHC-I","Cell-Cell Contact",0.0190072195030866,0.0343495182197316,0.00065288883262771,"Control"
"Activated neutrophil","Endothelial","Cdh1","Cdh1","CDH","Cell-Cell Contact",0.0251711636111051,0.0259124639885346,0.000652246870622273,"Control"
"Activated neutrophil","Endothelial","Ccl7","Ccr1","CCL","Secreted Signaling",0.0235574720799553,0.0276268311109406,0.000650818302553626,"Control"
"Monocyte-derived macrophage / DC-like","NK cell","Cd274","Pdcd1","PD-L1","Cell-Cell Contact",0.105572177347671,0.00616000400262805,0.000650325035027811,"Control"
"Fibroblast / stellate","Kupffer cell","Dll1","Notch1","NOTCH","Cell-Cell Contact",0.00278877310834772,0.232665305571396,0.000648850747423016,"Control"
"Inflammatory neutrophil","Endothelial","Cd86","Ctla4","CD86","Cell-Cell Contact",0.0242191765230368,0.026774845170068,0.000648464701550858,"Control"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Fgf2","Fgfr4","FGF","Secreted Signaling",0.177007896079695,0.00366230974025487,0.000648257741914689,"Control"
"Kupffer cell","Endothelial","Rbp4","Stra6","RBP4","Secreted Signaling",0.784902414713143,0.000825767104698374,0.000648146594468435,"Control"
"Monocyte-derived macrophage / DC-like","T cell","Tnfsf14","Ltbr","LIGHT","Secreted Signaling",0.0513553922364446,0.0126160190468135,0.000647900606611562,"Control"
"Activated neutrophil","Endothelial","Tnfsf13b","Tnfrsf13b","BAFF","Secreted Signaling",0.0187985850188882,0.0344103269878888,0.000646865457409571,"Control"
"Monocyte-derived macrophage / DC-like","NK cell","Sema7a","Plxnc1","SEMA7","Cell-Cell Contact",0.0119551801742626,0.0540916072125255,0.000646674910141183,"Control"
"Fibroblast / stellate","Kupffer cell","Plg","Pard3","PARs","Secreted Signaling",0.108392621405189,0.00596570392813637,0.000646638287297934,"Control"
"Monocyte-derived macrophage / DC-like","T cell","Flrt2","Adgrl1","ADGRL","Cell-Cell Contact",0.0041628302692735,0.155213792542199,0.000646128673803404,"Control"
"Monocyte-derived macrophage / DC-like","T cell","Vegfc","Kdr","VEGF","Secreted Signaling",0.00865271841676779,0.0745059055732397,0.000644678621311533,"Control"
"Fibroblast / stellate","Monocyte-derived macrophage / DC-like","Lrrc4c","Ptprf","PTPR","Cell-Cell Contact",0.0306111644035143,0.021034315715735,0.000643884896489789,"Control"
"Fibroblast / stellate","Kupffer cell","Xcl1","Xcr1","XCR","Secreted Signaling",0.0550860601457254,0.011679549112752,0.000643380344900012,"Control"
"Fibroblast / stellate","Kupffer cell","Tenm3","Adgrl1","ADGRL","Cell-Cell Contact",0.0226184112433468,0.0283898971714304,0.000642134369379741,"Control"
"Kupffer cell","Neutrophil","H2-T-ps","Cd8b1","MHC-I","Cell-Cell Contact",0.0186257959146968,0.0344751371396573,0.00064212686849444,"Control"
"Fibroblast / stellate","Endothelial","Lamc2","Cd44","LAMININ","ECM-Receptor",0.0054260586311825,0.118274701654656,0.000641765465763783,"Control"
"Kupffer cell","Endothelial","Flrt2","Adgrl1","ADGRL","Cell-Cell Contact",0.0114559673198755,0.0558880651693611,0.000640251848151274,"Control"
"Inflammatory neutrophil","Endothelial","Flrt2","Unc5a","UNC5","Cell-Cell Contact",0.00671049180983264,0.0952263786113849,0.00063901583375172,"Control"
"Kupffer cell","Endothelial","Col9a3","Sdc4","COLLAGEN","ECM-Receptor",0.00405889454975264,0.15676684717047,0.000636300101562126,"Control"
"Neutrophil","Endothelial","H2-Q2","Cd8a","MHC-I","Cell-Cell Contact",0.0230587822926224,0.0275545076472708,0.000635373393018818,"Control"
